f0,f1,label
0.20661427987305636,-1.320329824655047,0
0.4566365003517767,2.385824831541168,1
0.8581178544542172,0.723592698577858,1
-1.0359428459338456,-1.06261050926866,0
-0.0686353763898272,-1.2397115223094404,0
0.3483535913572743,0.6285532804394203,1
-0.6233531101635661,-0.09636362031940549,1
-1.302423822146729,-1.0721850901821233,0
1.3850095582345616,0.8105825525736884,1
-0.9729640111534097,-0.2768599944946375,0
0.7903168643362387,3.0896010374132548,1
-0.8208364152245633,-1.3059959256410039,0
-0.27507999162761265,-1.9744184618980043,0
0.2481219088468012,0.5873867849960128,1
0.415104836290646,2.181719692865859,1
-1.8451761509608318,0.2171938613324993,0
-0.9914220043060171,-1.6041716829744357,0
-0.5965999120453271,-0.9155324591504495,0
1.6583708459060205,0.6054168448503491,1
-0.7543845270753586,-0.21310107241959886,0
-2.4049952705033446,-0.2771331712708109,0
1.1467810789762811,4.537588461172809,1
0.7812306517153238,0.6780642506502547,1
1.7288439274840082,2.234603936126444,1
-0.19055255097704132,-1.7819251167932366,0
-0.9415461609520932,-0.4981479199835523,0
1.207736012701572,-0.3177041891502478,0
2.468390734959506,-1.8399398647656646,0
-0.060582160482224534,-0.8277980432432823,0
1.3699747345549917,1.8934570345834847,1
1.5318703709882513,4.598575824955485,1
1.5633881578892113,0.2370410271614577,1
-0.8005480790040167,-1.9874196837083224,0
1.1348620930145303,1.2970016323943387,1
1.2761327800021687,-0.22875937950395442,1
1.095698244684635,0.6963553704054117,1
0.7362422287967367,1.5232004084935142,1
-0.1624077670098193,0.04378531727112811,0
0.21813886247712944,0.14964527983403608,0
0.8130418223109124,2.6413287898500957,1
-2.476980391623944,-0.7371734688512552,0
2.23105815503363,0.25876542319253804,1
0.4746710275963639,0.561308503881702,0
0.9347495576404522,-0.08234700669710726,1
1.850218763489985,3.656851321376991,1
0.059920532546100747,0.9992646606161353,1
-0.6335070118044475,-0.1744957201925521,1
1.1424761417258096,0.7684910017928526,1
0.38188207461372836,-0.06384861934635477,0
-0.4082153873994439,-1.0753481774969855,0
0.9765215762072232,1.8980758014109436,1
0.5031218420205175,-1.326119483890753,0
-1.8857590585877078,-0.010731542336198219,0
-0.151170127628805,-1.5755087360052942,0
1.2732259174680967,2.584486036689081,1
1.1933736552668759,0.374740217664439,1
-0.31002077891836965,-0.9928943676150126,0
0.7369865541253435,0.4495712660403808,1
0.30372246826077476,1.497005173923,1
-1.7523579301639094,0.526806406241698,0
0.49681873744545435,3.203787719326165,1
1.0601939423385776,1.6721702749935108,1
1.4635204207978418,2.05086103490317,1
1.6390121100795387,2.0447956883170746,1
0.13505507848102805,1.7359689606558724,1
-0.6451241917220205,-0.9656580130251595,0
-0.7870068823727537,-2.036806587595585,0
-1.628909606997247,-0.18601873121445156,0
-0.29872752265355595,-1.9758183057429508,0
1.7400784738238593,1.7034884745951,1
-1.2216361164490732,-1.1884077035871008,0
0.4507786114948449,-1.087151697221805,0
-2.738774629675838,-0.48665932132288836,0
-0.5993049216085381,-0.5543615685576944,0
0.9129159213442859,2.829423911448082,1
0.6365989632126199,-0.02634466678822034,1
-2.5475006117058965,-0.9247647649084225,0
0.9013339953747923,-1.221602882749813,0
1.3530140228341199,2.336119687944481,1
0.45318183371829657,0.6925906714233103,1
-2.7129945925697365,1.0535261884197586,0
-1.2616749164705998,0.15167888477152303,0
-0.18261956117534928,-0.9882005273263612,0
-0.7499639262410198,-1.8577118234260706,0
0.5197177443026086,-1.9313405804307648,0
-0.06206616971053758,1.3552935066865546,1
-1.0018306751982045,-1.0381888300510815,0
-0.11921385950392716,0.9354421051643084,0
-1.0897775244111205,-1.4598104755714423,0
2.1531124553091394,0.5893700725818055,1
1.5545563933641215,2.7356109079681943,1
0.8809149592453998,2.763015231441622,1
1.1279829731380595,0.7658826924698968,1
1.6963524739798088,0.9212683790160643,1
0.8704574714652489,-1.6162560657209857,0
1.104174037264687,-1.1152580027055832,0
-0.5381100073809586,-0.7407758208288203,0
0.001319077579816419,0.4893464357533378,1
-0.3282298476677518,-0.8113103695797194,0
