f0,f1,label
-0.9188780588874133,8.930086625975513,1
-6.065651640238808,-0.46394222434249377,0
-0.391099942042449,5.4726984660669835,1
-5.480392465432256,-1.292028477495127,0
-2.3292728504939855,8.887152583174167,1
-1.1487820581907104,6.551310163616334,1
-1.2377922507616128,7.840704488768225,1
-0.9078720354246029,9.267137542817188,1
-2.098963836283359,6.482861914148306,1
-0.9549773194320942,7.927434923075969,1
-5.204295796507069,-0.9278925452963541,0
-0.7049563038865369,7.01218043511086,1
-1.6431319981565897,7.343012058923575,1
-5.791930657781384,0.8920443948883896,0
-4.911967749824561,-1.4700108658559472,0
1.0559163295853198,7.729358012668035,1
-1.8352159767614606,7.682367445383529,1
-1.7363489199636168,5.802902699403,1
-4.992452585891974,-0.42835732541082894,0
-5.22849736594062,-0.5231906526895183,0
-2.3418521388937386,7.1917858258509595,1
-0.4882809666673935,6.720356617942212,1
-4.967670962722821,-1.5937567906506125,0
-1.2670471700040085,6.4741722030014355,1
-2.267104957705955,6.314519100458333,1
-1.9046757908121144,7.662567559787513,1
-0.5833207447180113,7.327737904080782,1
-2.989120955502818,7.0111130421201695,1
-4.080109683241484,7.623293215529262,1
-3.1739985338452277,8.831588815675058,1
-3.9707993610205357,-1.964991791872645,0
-4.242683666586125,-1.452973512169324,0
-0.6661925233935688,8.030424222144825,1
-6.321918389061578,-1.3686507750275743,0
-1.7920327987102784,6.4353114529172375,1
-6.93862611102871,1.7397669915833807,0
-0.6570550251520054,6.795503825875639,1
-5.820419134452353,-0.8973807087903566,0
-2.600036315539766,6.60774855448581,1
-4.670791212860787,-0.5313838140830329,0
-5.347378105330341,1.0760755746631692,0
-6.102197625336057,0.6924315193894506,0
-0.5214714216047507,6.226141810782197,1
-5.702651907051987,-0.3633789548174143,0
-6.398177023094255,-0.846328557619147,0
-6.476862865536685,-0.02905376320436831,0
-2.4165242968994236,6.0573094456829235,1
-0.87624566696133,7.340048792263238,1
-4.784060527489531,0.262764575646121,0
-5.3819606869177266,1.3311689888531546,0
-0.7729183265502152,6.331812670133575,1
-5.398499951429432,-0.5021827424503595,0
-2.2793827637534534,7.262431348203746,1
-6.889291807250501,0.6895936490939512,0
-3.630240282513581,-1.3801166532214477,0
-3.233768961375098,9.057832815884044,1
-2.2095830195561676,6.3999843236657945,1
-2.031959966546736,7.436239582213898,1
-1.496192450073236,6.744330873638619,1
-3.3116689209680086,6.749996969945569,1
-4.823900853585049,0.4157774901021697,0
-1.7459539128081267,7.971769351343248,1
-0.9798446823165476,8.006216920750415,1
-3.760493060587525,1.7485767896201918,0
-2.9742371532632212,5.950120379187785,1
-3.0602503139676873,7.5047988499243194,1
-3.950783837390447,0.017590880760589844,0
0.11410018884617457,7.531094060977321,1
