f0,f1,label
0.8233136195484879,-0.5384832951932842,1
1.2475017041105163,-0.46843072969808014,1
0.715669512191365,0.8615618828953864,0
-1.0094556492832363,0.04120497458259288,0
1.4452420916896225,-0.5364438022626237,1
-0.5364478829957575,0.6527448338672543,0
-0.8817362926190981,0.16419537256627725,0
1.597144448291488,-0.25657881645951963,1
0.4178212181804819,-0.17319872890354532,1
-0.855444315102633,0.6230427803428256,0
1.7853107768417724,0.09650095658990522,1
1.7731601441557787,-0.04962557340458934,1
0.04536330703364836,0.4117752625247071,1
1.0218479760643888,0.4942293023251122,0
-0.8483862538847351,0.2349166814604087,0
0.24213308062395844,0.9225647163315092,0
0.23264295026724272,-0.25494207176042505,1
0.48028433023801187,0.9296532434322665,0
0.5670454545784943,-0.6098109535176996,1
0.8615429720387126,0.4548315832309104,0
1.9425157967693198,0.4285307259605238,1
-1.0659112317154475,0.258740920938344,0
0.7488660267520223,-0.4522704724147551,1
1.3053929456542566,-0.3774448178096003,1
0.12902944019254134,1.049778112612206,0
2.0700725098780524,0.6045336742287245,1
-0.8571459037162261,0.8079428888445119,0
1.2822062875418045,-0.21490526478654687,1
0.372185355717378,1.0641486608317672,0
0.625590039126904,0.9077935514865892,0
1.4493319414354973,-0.5978896793700818,1
1.0683242549863887,0.2062239333926179,0
-0.6112045779993704,0.9477852621232431,0
1.907651911910841,-0.04705809815947351,1
1.9614248912788483,0.42177069166729353,1
0.8786639152747675,0.47509562893187873,0
-0.804545369153031,-0.07576137368242879,0
1.2904285171931331,-0.5560291282816952,1
0.9815850234730947,0.10543349907991656,0
1.1305286042976304,-0.4313225934028936,1
-0.2098740217117242,1.0669316952724148,0
0.9735371386854278,-0.45462179392269386,1
0.44736740575885187,0.7720175217443991,0
1.038684557249966,-0.5560530294002954,1
0.774159564654028,-0.4313176723326374,1
1.1004906389324527,-0.4543601175871419,1
-0.7391427775188532,0.6535138101833589,0
0.1719533242610749,-0.0057392996698119245,1
0.5467929358621296,0.8120123745812048,0
0.14050667021603688,0.9291049520791149,0
-0.918419538124438,0.5559752888052325,0
1.8832721569179534,-0.27350198969140355,1
-0.5792972941060284,0.645204173346621,0
-0.834749845125753,0.14674398908700712,0
1.7464505191579835,-0.2370643020305475,1
0.37706902893277544,-0.10730620992483345,1
1.6808421142066825,-0.17380493700669375,1
0.785703607039549,0.2665853651795641,0
0.640623918280248,0.7975048639348078,0
0.5432608148149953,0.7803384702207544,0
2.1203669996298684,0.6041105014531621,1
0.9080469028510683,0.23700720531353375,0
-0.15419516353298018,1.070461036716493,0
0.08482977812572114,0.20460841952600428,1
1.8868656527707257,-0.07704143096968935,1
-1.130325672982557,0.16104823354028752,0
