x,y
1.2860705259447904,1.654586863032879
20.72918702472763,297.9068892545678
16.769864509983982,171.28698958954237
23.40015999398679,406.008154307199
-0.8309613563689915,55.771546292321325
28.972831607226027,629.9961278747123
24.659717335756767,439.5967581592186
-9.51424151228123,175.49124859932846
17.091382370637035,207.88694618600925
13.157165956487148,73.47756615795404
24.34007307459685,425.7207775666182
22.900635606777307,373.1680234072046
17.46311068717594,212.9136219866266
23.50723600276273,364.8317322821965
-10.662207826429347,232.52961813136486
-3.721664150287552,81.90918158028148
-1.353128252276786,60.288104276685395
19.685651254183824,237.54093106450546
-12.44698652259553,306.0390976397047
-11.502865048109511,235.5626055105654
-15.941545352507717,428.7012490292549
-4.741232916510317,59.68875722031747
19.16449009094371,247.3489504908495
-11.854690901052665,280.5437949988319
-16.467935205733678,429.5980266666803
15.053558644576896,127.23826570968328
-10.951006044981552,201.43785704820797
9.945862518937926,35.94611846347779
0.7631824597697587,0.09664200091159714
5.678612453163407,-7.611187270246539
-8.967191352691888,168.87948154125343
16.278650381756464,186.60743602207182
22.471747415476145,329.85194045196624
26.444641400680702,531.7397621949164
16.797001978285643,168.34195949383164
3.8293620370159935,-11.415735689003808
4.644648662978842,-12.308562813312651
9.726013588409344,37.41921263623155
-16.198151731415443,398.24261845158196
-14.12615403272364,336.41966102618915
28.323283301203418,611.8912531734253
9.166114521651888,60.779215285577344
-15.378904306110085,354.66695736726007
-19.318524918449835,579.7219064218805
21.846505423394234,339.86241463435545
25.739394969765982,460.5928309432
15.229313035181391,152.91926177561663
-0.649670115291471,29.26337519657293
15.284695248640354,146.9232851871788
26.165557827127884,511.9735413911542
