x,y
26.347596308482874,64.12082770188384
47.401167586925894,99.89448432549203
38.50752821044844,87.14628018350352
14.837396354388522,39.918247525976746
11.831222799820976,24.371779161274823
34.62488217663588,67.51465213575065
9.189820951902757,22.83184872747058
20.2296808567865,51.52297464804137
31.284565015387653,61.92917897006897
21.184574648078552,43.06917018112554
1.1207791788434225,13.928691248949722
44.31757693623314,87.700170314165
44.3624293804472,100.38738231394784
15.720074778957565,32.196910372495886
29.889511395521012,66.63481108927407
48.942918884726716,110.11124192947366
42.409597284189246,85.90128768393586
4.188696513802481,12.581475401124807
15.442478771150913,43.44524202912572
15.108787607395074,31.047511185376365
41.30085061606822,82.7806020752505
31.68296886005206,71.37307975084056
6.413407981770015,23.346963078245178
1.0259117472945267,6.304882403657935
47.16614540991948,92.95421126043036
7.933537128534299,22.83264178591122
21.658229782141827,41.65207455404021
17.977982567278666,33.80823864894033
43.61946913546189,89.76659391859091
22.00148880526203,55.490581214007946
41.60882273181503,92.99524878124137
36.174740073075874,75.49711123012663
6.842108015022012,12.167832101508752
30.222824462770834,59.473249079460174
7.358058587553817,20.266473674803237
4.7991704946316815,14.71520814246606
41.72905752883048,88.51467143650585
23.754895124229922,46.5354986594143
8.9386114711347,27.537872399170958
27.850789312557325,62.23839869108584
29.835805270274786,68.7959205037363
38.90704528471098,82.16391603963207
33.13642744233826,64.46420216250857
28.327631214442725,63.29506792434943
9.734116061937023,23.43781883613596
12.788593029682643,22.680038851898786
25.796676986074104,49.339432025935295
20.44053924266162,44.580956885417855
24.669704086704133,60.391661856756606
47.83125221332111,99.59078751957819
